County,Public Water Supply,Population Served,Sampling Date,Sample Number,Raw Water or Treated Drinking Water?,PFOA + PFOS (ppt),Total Tested PFAS (ppt),Method
MACOMB,"New Baltimore, City of",12720,10/31/2018,SWEF1810310950KME-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Sturgis,11920,10/05/2018,GWEF1810050910GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"New Baltimore, City of",12720,10/31/2018,SWEF1810310935KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Niles Township,2270,07/19/2018,GWNT1807191340GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Risgewood Mobile Home Park Inc,783,08/07/2018,GWEF1808071300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SHIAWASSEE,Morrice Meadows,258,08/15/2018,GWEF1808151330KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CASS,Rustic Acres Park,108,07/26/2018,GWNT1807260920GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Sturgis,11920,10/05/2018,GWEF1810050930GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Niles Township,2270,07/19/2018,GWNT1807191330GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"New Baltimore, City of",12720,10/31/2018,SWNT1810310925KME,Raw Water,ND,ND,Isotope Dilution
NEWAYGO,White Cloud,1408,09/18/2018,GWNT1809191100KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Niles Township,2270,07/19/2018,GWNT1807191420GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LUCE,Newberry Water & Light,2000,08/17/2018,GWEF1808171330GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Vermontville, Village of",780,07/05/2018,GWIN1907050850KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
NEWAYGO,White Cloud,1408,09/18/2018,GWNT1809191145KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
KENT,Riverview Mobile Village,392,04/18/2018,GW1804181055CKA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Windward Owners Association,146,08/29/2018,GWNT1808290930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"New Baltimore, City of",12720,10/31/2018,SWEF1810310935KME,Treated Drinking Water,ND,ND,Isotope Dilution
BERRIEN,Niles Township,2270,07/19/2018,GWNT1807191400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Reed City, City of",2425,09/10/2018,GWEF1809101300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Elkton, Village of",808,10/09/2018,GWNT1810090900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Wolf Lake Mobile Home Park,99,07/26/2018,GWNT1807261400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Elkton, Village of",808,10/09/2018,GWNT1810090920GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
KENT,Riverview Mobile Village,392,04/18/2018,GW1804181045CKA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LUCE,Newberry Water & Light,2000,08/17/2018,GWEF1808171350GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Sturgis,11920,10/05/2018,GWEF1810050900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Reed City, City of",2425,09/10/2018,GWEF1809101320KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Rush Lake MHP/Campground,50,07/26/2018,GWNT1807261300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Reed City, City of",2425,09/10/2018,GWEF1809101345KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,"Vermontville, Village of",780,07/05/2018,GWIN1907050900KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Reed City, City of",2425,09/10/2018,GWEF1809101335KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Plainwell Pines H C F,58,06/19/2018,GWEF1806190910KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
MENOMINEE,Hermansville Housing Comm.,36,08/22/2018,GWEF1808220930GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Cassopolis,3165,08/06/2018,GWEF1808060900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Elkton, Village of",808,10/09/2018,GWNT1810091000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
NEWAYGO,White Cloud,1408,09/18/2018,GWNT1809191130KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Sturgis,11920,10/05/2018,GWEF1810051000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091310GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Lake Fenton Mobile Home Park,220,10/19/2018,GWEF1810191130KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091410GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Tullymore Clubhouse and Camelot Village,50,09/12/2018,GWEF1809121040KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWIN1807091320GSC,Raw Water,ND,ND,Isotope Dilution
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091140GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"St. Clair, City of",8755,11/12/2018,SWEF1811121340KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,T.J. White Pine Manor Apartments,32,09/12/2018,GWNT1809121420KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091310GSC,Treated Drinking Water,ND,ND,Isotope Dilution
MENOMINEE,Stephenson,904,08/21/2018,GWEF1808211300GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Acme Township - Hope Village,128,10/24/2018,GWNT1810241100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091550GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Sandhill Manor,148,10/09/2018,GWEF1810091350KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091410GSC,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,"St. Clair, City of",8755,11/12/2018,SWEF1811121350KME-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091140GSC,Treated Drinking Water,ND,ND,Isotope Dilution
LENAWEE,Waters Edge MH Community,80,08/23/2018,GWNT1808231300KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Waters Edge MH Community,80,08/23/2018,GWNT1808231250KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"St. Clair, City of",8755,11/12/2018,SWNT1811121330KME,Raw Water,ND,ND,Isotope Dilution
MONTCALM,Sheridan,649,08/13/2018,GWIN1808131210MK,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,Pinewood on the Lake MHP,950,10/25/2018,GWEF1810250940KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,East Bay Charter Township,3720,10/24/2018,GWEF1810241040GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,East Bay Charter Township,3720,10/24/2018,GWEF1810241000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWIN1807091150GSC,Raw Water,ND,ND,Isotope Dilution
LENAWEE,Sunset Mobile Home Park,143,08/23/2018,GWNT1808231045KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,East Bay Charter Township,3720,10/24/2018,GWEF1810241020GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Sommerset Pointe Condominiums,75,09/04/2018,GWEF1809041330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Black Bear Farms,110,10/24/2018,GWEF1810241400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,11/13/2019,SWEF1811131015KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Roseville Apartments,32,09/12/2018,GWNT1809121210KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,North Morris Estates,313,10/19/2018,GWNT1810190925KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Royal View Retirement Village,80,09/12/2018,GWIN1809121020KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWIN1807091420GSC,Raw Water,ND,ND,Isotope Dilution
ROSCOMMON,Sandhill Manor,148,10/09/2018,GWEF1810091400KME-FD,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,South Pointe I Apartments,32,10/26/2018,GWNT1810261000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,East Bay Mobile Home Park,188,10/13/1028,GWEF1810191140KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,11/13/2019,SWNT1811131005KME,Raw Water,ND,ND,Isotope Dilution
IRON,Stambaugh Township-West Brule,580,08/23/2018,GWNT1808231330GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,South Pointe II Apartments,48,10/26/2018,GWNT1810261030GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"St. Clair, City of",8755,11/12/2018,SWEF1811121340KME,Treated Drinking Water,ND,ND,Isotope Dilution
GRATIOT,The Laurels of Fulton,50,08/29/2018,GWEF1807301100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,North Morris Estates,313,10/19/2018,GWNT1810190940KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
WAYNE,Great Lakes Water Authority,3713777,11/13/2019,SWEF1811131015KME,Treated Drinking Water,ND,ND,Isotope Dilution
WAYNE,Great Lakes Water Authority,3713777,07/09/2018,SWEF1807091550GSC,Treated Drinking Water,ND,ND,Isotope Dilution
SANILAC,"Croswell, City of",2447,10/22/2018,GWIN1810221100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Huron Shore Regional Utility Authority,14527,11/15/2018,SWEF1811151330GGA,Treated Drinking Water,ND,ND,Isotope Dilution
SANILAC,"Croswell, City of",2447,10/22/2018,GWEF1810221030GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,Country Hill Pines,174,10/22/2018,GWNT1810221300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Interlochen Center for the Arts,750,10/23/2018,GWEF1810231300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Huron Shore Regional Utility Authority,14527,11/15/2018,SWEF1811151330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Interlochen Center for the Arts,750,10/23/2018,GWEF1810231330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Huron Shore Regional Utility Authority,14527,11/15/2018,SWIN1811151300GGA,Raw Water,ND,ND,Isotope Dilution
SANILAC,Buel Hill Mobile Home Park,174,10/22/2018,GWNT1810221130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LEELANAU,Northport Point Cottage Owners Association,240,11/07/2018,SWEF1811071430GGA,Treated Drinking Water,2,2,EPA 537 Rev. 1.1
LEELANAU,Northport Point Cottage Owners Association,240,11/07/2018,SWEF1811071430GGA,Treated Drinking Water,ND,ND,Isotope Dilution
LEELANAU,Northport Point Cottage Owners Association,240,11/07/2018,SWIN1811071400GGA,Raw Water,ND,ND,Isotope Dilution
MACOMB,Washington MHP,268,10/29/2018,GWEF1810291020KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,Sunset Beach Association,29,10/26/2018,GWNT1810261200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,South Pointe III Apartments,32,10/26/2018,GWNT1810261100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,Main Street Apartments,48,10/29/2018,GWEF1810290840KME,Raw Water,ND,2,EPA 537 Rev. 1.1
MACOMB,Main Street Apartments,48,10/29/2018,GWNT1810290850KME,Raw Water,9,12,EPA 537 Rev. 1.1
MACOMB,"Armada, Village of",1463,10/30/2018,GWEF1810301000KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EATON,Sunny Crest Youth Ranch,41,06/28/2018,GWEF1806280910GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Nottawaseppi Huron Band of the Potawatom - Pine Creek Reservation,170,09/26/2018,GWEF1809261000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Romeo, Village of",3750,10/29/2018,GWEF1810291050KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Romeo, Village of",3750,10/29/2018,GWNT1810291110KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Fenton Heights Apartments,48,08/01/2018,GWEF1808140930KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CALHOUN,Tekonsha,717,06/20/2018,GWNT1806201320KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALPENA,Lakeshore Estates MHP,115,10/29/2018,GWNT1810291300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,Indian River MHP,28,10/26/2018,GWNT1810261300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,Deer Park Condominiums,30,10/29/2018,GWNT1810291410KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALGER,Sault Ste Marie Tribe - Wetmore,52,11/28/2018,GWEF1811281400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACKINAC,Sault Ste Marie Tribe - Hessel,240,11/29/2018,GWEF1811290900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SCHOOLCRAFT,Sault Ste Marie Tribe - Manistique,147,11/28/2018,GWEF1811281230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTMORENCY,Oak Leaf Manor,36,10/30/2018,GWNT1810301000GGA,Raw Water,ND,18,EPA 537 Rev. 1.1
MONROE,Whiteford Township,24,12/19/2018,GWEF1812090920LEM,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,Ridgeway,31,10/30/2018,GWNT1810301030KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
PRESQUE ISLE,"Onaway, City of",880,10/31/2018,GWEF1810311230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Richmond, City of",5733,10/30/2018,GWEF1810301120KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Loon Lake Mobile Home Park,90,10/31/2018,GWNT1810311355KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
PRESQUE ISLE,"Rogers City, City of",2827,10/31/2018,GWEF1810311000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MONTMORENCY,"Hillman, Village of",697,10/30/2018,GWEF1810301330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Richmond, City of",5733,10/30/2018,GWNT1810301235KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Richmond, City of",5733,10/30/2018,FWNT1810301200KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTMORENCY,Briley Township,435,10/30/2018,GWEF1810301200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Richmond, City of",5733,10/30/2018,GWEF1810301135KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
PRESQUE ISLE,"Onaway, City of",880,10/31/2018,GWEF1810311200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Starlight Mobile Home Park,79,12/06/2018,GWIN18120609KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
PRESQUE ISLE,"Rogers City, City of",2827,10/31/2018,GWEF1810311040GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONTMORENCY,"Hillman, Village of",697,10/30/2018,GWEF1810301300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Richmond, City of",5733,10/30/2018,GWEF1810301150KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Chateaux Du Lac Condominiums,80,10/31/2018,GWNT1810311320KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
PRESQUE ISLE,"Posen, Village of",234,10/31/2018,GWEF1810310900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
PRESQUE ISLE,"Rogers City, City of",2827,10/31/2018,GWEF1810311020GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Richmond, City of",5733,10/30/2018,GWEF1810301220KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Greenlawn Mobile Home Court,100,11/05/2018,GWNT1811050915KME-FD,Raw Water,8,16,EPA 537 Rev. 1.1
OCEANA,Greenlawn Mobile Home Court,100,11/05/2018,GWNT1811050905KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Portage,46292,11/09/2018,GWNT1811090935MK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MASON,Heritage Hills Mobile Home Village,75,11/06/2018,GWNT1811061240KME,Raw Water,ND,13,EPA 537 Rev. 1.1
OAKLAND,Oxford Village Condominiums,80,07/10/2018,GWEF1807101330GSC,Raw Water,ND,7,EPA 537 Rev. 1.1
OGEMAW,"Rose City, City of",180,11/06/2018,GWEF1811060800GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Highland Meadowview Apartments,40,06/18/2018,GW1806180830EDK,Raw Water,ND,ND,EPA 537 Rev. 1.1
MASON,Holiday Village Mobile Home Park,185,11/06/2018,GWNT1811061205KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Pentwater,857,11/06/2018,GWEF1811061110KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Hylander Valley,158,11/05/2018,GWNT1811051410KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Hart,2126,11/05/2018,GWNT1811051250KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Hart,2126,11/05/2018,GWNT1811051230KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Hart,2126,11/05/2018,GWNT1811051315KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CLARE,"Clare, City of",3071,11/12/2018,GWEF1811120900GGA,Treated Drinking Water,4,17,EPA 537 Rev. 1.1
OGEMAW,Country Village Estates MHP,133,11/05/2018,GWNT1811051200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Hart,2126,11/05/2018,GWNT1811051310KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Hart,2126,11/05/2018,GWNT1811051240KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Whispering Woods-White Pine Ridge Oscod,33,11/15/2018,GWNT1811151100GGA,Raw Water,ND,14,EPA 537 Rev. 1.1
OTSEGO,"Gaylord, City of",3645,11/01/2018,GWEF1811011000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Oxford Township,10753,12/20/2018,GWNT1812200905LEM,Raw Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Niles,16485,11/13/2018,GWNT1811131500KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Kings Court Mobile Home Park,1200,11/16/2018,GWEF1811161230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KALKASKA,"Kalkaska, Village of",2020,11/07/2018,GWEF1811071100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCODA,Garland Resort,53,11/08/2018,GWNT1811081200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MASON,Tamarac Village,873,11/06/2018,GWEF1811061350KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Shelby,1898,11/05/2018,GWNT1811051125KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
OGEMAW,Twin Pines Mobile Home Park,30,11/05/2018,GWEF1811051100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Shelby,1898,11/05/2018,GWNT1811051055KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CRAWFORD,"Grayling, City of",1884,11/06/2018,GWEF1811061100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Brook of Houghton Lake,105,11/01/2018,GWNT1811011100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OGEMAW,Ogemaw Township,125,11/05/2018,GWNT1811051400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OGEMAW,The Villa at Rose City,102,11/06/2018,GWEF1811060830GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OSCODA,Maplewood and Stone Manors,60,11/08/2018,GWNT1811081000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OGEMAW,Prescott-Hidden Creek Manor,38,11/05/2018,GWEF1811051000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CLARE,"Farwell, Village of",871,11/12/2018,GWEF1811121000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OCEANA,Shelby,1898,11/05/2018,GWEF1811051125KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CLARE,North Woods Nursing Center,71,11/12/2018,GWEF1811121300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CRAWFORD,Hartwick Pines Estates,75,11/06/2018,GWEF1811061300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MISSAUKEE,Belle Oaks Assisted Living Center,39,11/09/2018,GWEF1811091000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCODA,Big Creek/Mentor Utility Authority,622,11/08/2018,GWEF1811080900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OGEMAW,West Branch Township,61,11/05/2018,GWEF1811051500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CRAWFORD,"Grayling, City of",1884,11/06/2018,GWEF1811061130GGA,Treated Drinking Water,ND,3,EPA 537 Rev. 1.1
MASON,Manistee Forest Pines Estates,44,11/07/2018,GWNT1811071235KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Spring Lake Club Condominiums,87,11/01/2018,GWNT1811010900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MASON,Tall Oaks Condominums,65,11/07/2018,GWNT1811070925KME-FD,Raw Water,ND,ND,EPA 537 Rev. 1.1
KALKASKA,Rapid River Meadows,46,11/07/2018,GWNT1811071200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MASON,Tall Oaks Condominums,65,11/07/2018,GWNT1811070915KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CLARE,"Harrison, City of",1100,11/13/2018,GWNT1811130900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Hale Creek Manor,43,11/15/2018,GWEF1811150900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,Dunrentin Heights Subdivision,81,11/12/2018,GWNT1811121500KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALCONA,Lincoln Manor,30,11/14/2018,GWNT1811141200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALCONA,Lincoln Haven Nursing & Rehabilitation,39,11/14/2018,GWIN1811141300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Northern Pines,18,11/15/2018,GWNT1811151200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Hale Homestead Apartments,72,11/15/2018,GWEF1811151000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Island Lake Apartments,46,11/12/2018,GWEF1811121045KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,Point Nipigon Resort,173,11/13/2018,GWNT1811131200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALCONA,Jamieson Nursing Home,39,11/14/2018,GWEF1811141500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALCONA,Lincoln Estates,48,11/14/2018,GWNT1811141100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,North Bay Harbor Club MHP,235,11/12/2018,GWEF1811120900KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,North Bay Harbor Club MHP,235,11/12/2018,GWEF1811120910KME-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ALCONA,"Harrisville, City of",493,11/14/2018,GWEF1811141400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IOSCO,Northern Pines,18,11/15/2018,GWNT1811151210GGA-FD,Raw Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,Medilodge of Sterling,84,11/02/2018,GWNT1811020820KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,Northern Country Estates,53,11/02/2018,GWNT1811020900KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CRAWFORD,Timberly Village MHP,58,11/06/2018,GWNT1811061200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MISSAUKEE,"Lake City, City of",836,11/08/2018,GWEF1811081400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCODA,Ausable Valley Community,147,11/08/2018,GWEF1811081120GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,"Standish, City of",1509,11/01/2018,SWEF1811011440KME,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,Sunrise MHP,120,10/24/2018,GWNT1810240905KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
OSCODA,Ausable Valley Community,147,11/08/2018,GWEF1811081100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MISSAUKEE,"McBain, City of",640,11/09/2018,GWEF1811091100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Genesee County Water System,143177,01/22/2019,SWEF1901221215KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MISSAUKEE,"Lake City, City of",836,11/08/2018,GWEF1811081430GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCODA,Ausable Valley Community,147,11/08/2018,GWEF1811081140GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OGEMAW,"West Branch, City of",2139,11/05/2018,GWIN1811051300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
